table	categories	attribute(s)	effect_size	missing
vectors1950	good vs. bad	stroke	-1.2007444520567148	['hospitalize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	stroke	-1.1976306611396046	['hospitalize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	stroke	-1.237330556326309	['hospitalize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	stroke	-1.052267474639234	['hospitalize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	stroke	-1.2317196325769946	['hospitalize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	unattractive	-0.5504462239048705	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	unattractive	-0.6955536934245431	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	unattractive	-0.7008497047375623	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	unattractive	-0.6874649228143694	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	unattractive	-0.7009394268265715	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	unattractive	-0.7942729005900666	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	unattractive	-0.8578304410951253	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	unattractive	-0.8997280243192467	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	unattractive	-0.8463763385440359	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	unattractive	-0.7648652572758005	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	unattractive	-0.8516948453446057	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	unattractive	-0.6833316950833528	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	unattractive	-0.7822503728843773	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	unattractive	-0.6695491220515183	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	unattractive	-0.6518810306216682	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	unattractive	-0.7033482341163427	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	unattractive	-0.5785842272666164	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	unattractive	-0.6428050325150879	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	unattractive	-0.459748387087115	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	unattractive	-0.5658775995204821	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	wheelchair	-0.6371687484947561	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	wheelchair	-1.1048852834062446	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	wheelchair	-1.1604691120778392	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	wheelchair	-1.3526948823696248	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	wheelchair	-1.3001295612304349	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	wheelchair	-1.276654128684764	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	wheelchair	-1.2226627367176093	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	wheelchair	-1.330008256029039	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	wheelchair	-1.1033819745311853	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	wheelchair	-1.2683716059566505	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	wheelchair	-1.147601725508387	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	wheelchair	-1.219496950761053	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	wheelchair	-1.4044476319360213	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	wheelchair	-1.190734754807534	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	wheelchair	-1.108373411719375	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	wheelchair	-1.2441354187972777	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	wheelchair	-1.2402220330641822	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	wheelchair	-0.9305646737771786	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	wheelchair	-0.9123385769401282	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	wheelchair	-0.9718918712294154	['paralympic', 'rehab', 'motorize', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	alcoholic	-0.7240757634903205	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	alcoholic	-0.8219023874179989	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	alcoholic	-0.8334888959707389	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	alcoholic	-0.8593510230482032	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	alcoholic	-0.8922656254838305	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	alcoholic	-0.9618618201206008	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	alcoholic	-1.0095933159397388	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	alcoholic	-1.0445226400943406	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	alcoholic	-0.9830118405037549	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	alcoholic	-1.0330086637210676	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	alcoholic	-0.9765325393615717	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	alcoholic	-1.0860774358028253	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	alcoholic	-1.034142827191778	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	alcoholic	-1.1404096746216257	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	alcoholic	-0.9346481234781023	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	alcoholic	-1.0799164211285543	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	alcoholic	-1.0778674080203507	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	alcoholic	-1.096018453701753	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	alcoholic	-1.0722913248114496	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	alcoholic	-1.1930580280978174	['comsumption', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	std	-0.7435886114071542	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	std	-0.9324748272850351	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	std	-1.1576529084865528	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	std	-1.2389002911168494	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	std	-1.256588644427036	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	std	-1.3287349673471798	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	std	-1.3785994536757278	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	std	-1.2597787027618625	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	std	-1.3033891016112427	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	std	-1.2749459817610183	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	std	-1.2797251977088444	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	std	-1.2062673742568415	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	std	-1.3156589699974979	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	std	-1.3046454786921013	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	std	-1.2978447692093813	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	std	-1.3669211884387216	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	std	-1.2457545035024737	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	std	-1.3616060359295556	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	std	-1.3165838535264998	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	std	-1.3785732591936362	['sti', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	drug	-0.8897409811436267	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	drug	-0.7713700343351696	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	drug	-0.8322842145578302	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	drug	-0.9813092792125849	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	drug	-0.8739292125080977	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	drug	-1.0082580276011184	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	drug	-0.9374632652919	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	drug	-1.180996513292237	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	drug	-0.9579664647197436	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	drug	-1.1280208808683203	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	drug	-1.1166557038485114	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	drug	-1.0742248867139557	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	drug	-1.0647345882259616	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	drug	-1.0708789403244137	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	drug	-1.0872097281753366	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	drug	-1.0781373336974551	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	drug	-1.0896870673275918	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	drug	-1.0913979076746592	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	drug	-1.1304397491611198	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	drug	-1.2872806543619562	['druggie', 'meth', 'crackhead', 'junkie', 'dopehead', 'drugaddict', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	criminal	-1.1480216907606664	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	criminal	-1.142942971704074	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	criminal	-1.1266060335523997	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	criminal	-1.2034385492835356	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	criminal	-1.1419991083612098	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	criminal	-1.1893289236742828	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	criminal	-1.085176869721347	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	criminal	-1.1131957940864876	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	criminal	-1.14536867271922	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	criminal	-1.1805297326569226	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	criminal	-1.194545005541656	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	criminal	-1.3069777843803494	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	criminal	-1.2653207103405895	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	criminal	-1.2971196747584435	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	criminal	-1.2151577356728138	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	criminal	-1.321818959691587	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	criminal	-1.2442598483723617	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	criminal	-1.2019380073713555	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	criminal	-1.0583115478781213	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	criminal	-1.2434456012446737	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	gang	-1.2563321116154023	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	gang	-1.1621919207672027	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	gang	-1.1340387831226415	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	gang	-1.148535283537393	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	gang	-1.1017259910076744	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	gang	-1.234453360837354	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	gang	-1.0940645315965394	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	gang	-1.189273433588039	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	gang	-1.1340440699866363	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	gang	-1.1940079553739507	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	gang	-1.1247711801478713	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	gang	-0.9917721477417746	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	gang	-1.0690692767684333	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	gang	-1.082584249810544	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	gang	-1.031759521561747	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	gang	-1.1733570711701475	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	gang	-1.0305873619835586	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	gang	-1.0336678856830464	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	gang	-0.8983434453666618	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	gang	-1.0490332497733865	['mobster', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	homeless	0.18785178211338496	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	homeless	0.13867232366028365	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	homeless	-0.010196070354480322	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	homeless	-0.18314875191995053	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	homeless	-0.1858025197905994	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	homeless	-0.06260702402518263	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	homeless	-0.29661834965781136	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	homeless	-0.4314663692555945	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	homeless	-0.29539709723147506	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	homeless	-0.366520949513487	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	homeless	-0.4913560136599402	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	homeless	0.024960431158945553	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	homeless	-0.23879425921776756	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	homeless	-0.23530673415093378	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	homeless	-0.08504107605811233	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	homeless	-0.16915726129670997	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	homeless	-0.27166724279355126	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	homeless	-0.41901212835475476	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	homeless	-0.1961509390436601	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	homeless	-0.5428965556695541	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	paroled	-0.9465840143472012	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	paroled	-1.0222540084479366	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	paroled	-0.9587597436926887	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	paroled	-0.8943298304505752	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	paroled	-0.8792998530348302	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	paroled	-0.9626344213294996	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	paroled	-0.756742645234653	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	paroled	-0.9764192941828759	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	paroled	-0.8958970328069025	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	paroled	-0.7691315292835376	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	paroled	-1.0101775413615153	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	paroled	-1.0830967915060463	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	paroled	-1.000879604799508	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	paroled	-1.0171745381504929	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	paroled	-0.964117976501091	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	paroled	-1.114044795067617	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	paroled	-1.0657184374526911	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	paroled	-0.9428265156389203	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	paroled	-0.8912887119858759	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	paroled	-1.053766885601904	['excriminal', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	molestor	-1.0822391804281475	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	molestor	-1.153481478226125	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	molestor	-1.1221469737774734	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	molestor	-1.2118493718614043	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	molestor	-1.2235577680519392	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	molestor	-1.2074308212465732	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	molestor	-1.20628426292838	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	molestor	-1.19707308903071	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	molestor	-1.1896954479494206	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	molestor	-1.2335182867186123	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	molestor	-1.1934167493753989	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	molestor	-1.0960846111700413	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	molestor	-1.1612541778668064	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	molestor	-1.1439363432170606	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	molestor	-1.132826070228406	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	molestor	-1.1759650097852117	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	molestor	-1.1704843846479822	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	molestor	-1.1993183051672338	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	molestor	-1.149089688282378	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	molestor	-1.1648202619453154	['molestor', 'molestor', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	asian	-0.2279510538334403	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	asian	-0.3664272664506991	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	asian	-0.0863407011925434	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	asian	-0.23415781979775926	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	asian	-0.35931853326606733	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	asian	-0.2595661064185526	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	asian	-0.2992384968877542	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	asian	-0.5197930413131631	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	asian	-0.7952189758276894	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'amerasian', 'sinophobia', 'euphoric', 'bothersome', 'yucky', 'horrendous']
