table	categories	attribute(s)	effect_size	missing
vectors1900	good vs. bad	stroke	-0.5874922926397171	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1910	good vs. bad	stroke	-0.2284752907104722	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1920	good vs. bad	stroke	-0.4124369889882583	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1930	good vs. bad	stroke	-0.38707811929350394	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1940	good vs. bad	stroke	-0.3155302548378202	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1950	good vs. bad	stroke	-0.17801618059096266	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1960	good vs. bad	stroke	-0.6690982919389173	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1970	good vs. bad	stroke	-0.6597087287683462	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1980	good vs. bad	stroke	-0.8492526920684531	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1990	good vs. bad	stroke	-0.8257521991497894	['neurological', 'hospitalize', 'euphoric', 'yucky']
vectors1800	good vs. bad	unattractive	0.0	['euphoric', 'yucky']
vectors1810	good vs. bad	unattractive	0.0	['euphoric', 'yucky']
vectors1820	good vs. bad	unattractive	0.0	['euphoric', 'yucky']
vectors1830	good vs. bad	unattractive	-0.11600519583548025	['euphoric', 'yucky']
vectors1840	good vs. bad	unattractive	-0.1772934640851505	['euphoric', 'yucky']
vectors1850	good vs. bad	unattractive	-0.050088941066733915	['euphoric', 'yucky']
vectors1860	good vs. bad	unattractive	-0.22602853746098808	['euphoric', 'yucky']
vectors1870	good vs. bad	unattractive	-0.14218731040459975	['euphoric', 'yucky']
vectors1880	good vs. bad	unattractive	-0.3959302060375966	['euphoric', 'yucky']
vectors1890	good vs. bad	unattractive	-0.5372892483673875	['euphoric', 'yucky']
vectors1900	good vs. bad	unattractive	-0.6174311304582156	['euphoric', 'yucky']
vectors1910	good vs. bad	unattractive	-0.536635387089059	['euphoric', 'yucky']
vectors1920	good vs. bad	unattractive	-0.723563715247618	['euphoric', 'yucky']
vectors1930	good vs. bad	unattractive	-0.6188963832096345	['euphoric', 'yucky']
vectors1940	good vs. bad	unattractive	-0.6772057998085189	['euphoric', 'yucky']
vectors1950	good vs. bad	unattractive	-0.7898772019108705	['euphoric', 'yucky']
vectors1960	good vs. bad	unattractive	-0.7711015744171673	['euphoric', 'yucky']
vectors1970	good vs. bad	unattractive	-0.7467860791432638	['euphoric', 'yucky']
vectors1980	good vs. bad	unattractive	-0.805797914392354	['euphoric', 'yucky']
vectors1990	good vs. bad	unattractive	-0.8395166410622941	['euphoric', 'yucky']
vectors1800	good vs. bad	wheelchair	0.0	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1810	good vs. bad	wheelchair	0.0	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1820	good vs. bad	wheelchair	0.0	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1830	good vs. bad	wheelchair	-0.4348973053581576	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1840	good vs. bad	wheelchair	-0.4411115761393199	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1850	good vs. bad	wheelchair	-0.27960552083272866	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1860	good vs. bad	wheelchair	-0.028862013243091136	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1870	good vs. bad	wheelchair	-0.3761364658416211	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1880	good vs. bad	wheelchair	-0.44104965659525375	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1890	good vs. bad	wheelchair	-0.1620111071323887	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1900	good vs. bad	wheelchair	-0.1894936924547335	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1910	good vs. bad	wheelchair	-0.08848977794029775	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1920	good vs. bad	wheelchair	-0.49127720752576776	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1930	good vs. bad	wheelchair	0.11762248250916198	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1940	good vs. bad	wheelchair	-0.6349873103723209	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1950	good vs. bad	wheelchair	-0.3895069777326233	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1960	good vs. bad	wheelchair	-0.7339922039263281	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1970	good vs. bad	wheelchair	-0.345515036397967	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1980	good vs. bad	wheelchair	-1.063528795734488	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1990	good vs. bad	wheelchair	-0.8994602191689809	['paralympic', 'impairment', 'rehab', 'motorize', 'euphoric', 'yucky']
vectors1800	good vs. bad	alcoholic	0.0	['comsumption', 'euphoric', 'yucky']
vectors1810	good vs. bad	alcoholic	0.0	['comsumption', 'euphoric', 'yucky']
vectors1820	good vs. bad	alcoholic	0.08144000737398435	['comsumption', 'euphoric', 'yucky']
vectors1830	good vs. bad	alcoholic	0.1463697903862426	['comsumption', 'euphoric', 'yucky']
vectors1840	good vs. bad	alcoholic	-0.14702021112307195	['comsumption', 'euphoric', 'yucky']
vectors1850	good vs. bad	alcoholic	-0.14894909960699285	['comsumption', 'euphoric', 'yucky']
vectors1860	good vs. bad	alcoholic	0.041937576467476444	['comsumption', 'euphoric', 'yucky']
vectors1870	good vs. bad	alcoholic	0.13503724272089496	['comsumption', 'euphoric', 'yucky']
vectors1880	good vs. bad	alcoholic	0.2858389445558535	['comsumption', 'euphoric', 'yucky']
vectors1890	good vs. bad	alcoholic	-0.12973056183013654	['comsumption', 'euphoric', 'yucky']
vectors1900	good vs. bad	alcoholic	-0.2777298865351654	['comsumption', 'euphoric', 'yucky']
vectors1910	good vs. bad	alcoholic	0.0474812154764635	['comsumption', 'euphoric', 'yucky']
vectors1920	good vs. bad	alcoholic	-0.3833774116360564	['comsumption', 'euphoric', 'yucky']
vectors1930	good vs. bad	alcoholic	-0.2555693556454474	['comsumption', 'euphoric', 'yucky']
vectors1940	good vs. bad	alcoholic	-0.25140219923529505	['comsumption', 'euphoric', 'yucky']
vectors1950	good vs. bad	alcoholic	-0.38328251968250526	['comsumption', 'euphoric', 'yucky']
vectors1960	good vs. bad	alcoholic	-0.4860063745643713	['comsumption', 'euphoric', 'yucky']
vectors1970	good vs. bad	alcoholic	-0.5474058476286056	['comsumption', 'euphoric', 'yucky']
vectors1980	good vs. bad	alcoholic	-0.7924778904714027	['comsumption', 'euphoric', 'yucky']
vectors1990	good vs. bad	alcoholic	-0.8769744806180352	['comsumption', 'euphoric', 'yucky']
vectors1800	good vs. bad	std	0.3079450319533108	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1810	good vs. bad	std	0.33474239055662725	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1820	good vs. bad	std	0.5296863397119147	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1830	good vs. bad	std	0.11767770848521449	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1840	good vs. bad	std	-0.03078251435965644	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1850	good vs. bad	std	-0.40788770903229077	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1860	good vs. bad	std	-0.34690484177951114	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1870	good vs. bad	std	-0.33047222500597473	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1880	good vs. bad	std	-0.4574533868177034	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1890	good vs. bad	std	-0.781097053792139	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1900	good vs. bad	std	-0.6836339602388457	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1910	good vs. bad	std	-0.4586312549601647	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1920	good vs. bad	std	-0.9048648871235686	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1930	good vs. bad	std	-0.7780349098175172	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1940	good vs. bad	std	-0.5136392035889357	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1950	good vs. bad	std	-0.791256446738483	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1960	good vs. bad	std	-0.8894399102718875	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1970	good vs. bad	std	-0.8709944869295536	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1980	good vs. bad	std	-0.9231601133298235	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1990	good vs. bad	std	-0.9375212002215029	['std', 'std', 'sti', 'pandemic', 'herpes', 'genital', 'chlamydia', 'gonorrhoea', 'gonorrhea', 'euphoric', 'yucky']
vectors1800	good vs. bad	drug	-0.308975913579938	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1810	good vs. bad	drug	-0.23217773641034817	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1820	good vs. bad	drug	-0.493849816822711	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1830	good vs. bad	drug	0.2802361288574125	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1840	good vs. bad	drug	0.09396573919894263	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1850	good vs. bad	drug	-0.00486204702236008	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1860	good vs. bad	drug	-0.21909222911492118	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1870	good vs. bad	drug	0.3104552183846243	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1880	good vs. bad	drug	0.011805085258997363	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1890	good vs. bad	drug	-0.12323338154213823	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1900	good vs. bad	drug	-0.27983183378369497	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1910	good vs. bad	drug	-0.07104695319357643	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1920	good vs. bad	drug	-0.1766190244308707	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1930	good vs. bad	drug	0.0751201942309378	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1940	good vs. bad	drug	-0.187286721925657	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1950	good vs. bad	drug	-0.3231105665468146	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1960	good vs. bad	drug	-0.4790492426883625	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1970	good vs. bad	drug	-0.39011131847963615	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1980	good vs. bad	drug	-0.5941238855314173	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1990	good vs. bad	drug	-0.8543385395787021	['druggie', 'addictive', 'meth', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'euphoric', 'yucky']
vectors1800	good vs. bad	criminal	-0.30535809211260584	['euphoric', 'yucky']
vectors1810	good vs. bad	criminal	-0.33752423580084856	['euphoric', 'yucky']
vectors1820	good vs. bad	criminal	-0.5149295822238065	['euphoric', 'yucky']
vectors1830	good vs. bad	criminal	0.03895312026357364	['euphoric', 'yucky']
vectors1840	good vs. bad	criminal	-0.13110526497551717	['euphoric', 'yucky']
vectors1850	good vs. bad	criminal	-0.5430317199560638	['euphoric', 'yucky']
vectors1860	good vs. bad	criminal	-0.2666471777638764	['euphoric', 'yucky']
vectors1870	good vs. bad	criminal	-0.45344339821596247	['euphoric', 'yucky']
vectors1880	good vs. bad	criminal	-0.6495364729823954	['euphoric', 'yucky']
vectors1890	good vs. bad	criminal	-0.68693458604675	['euphoric', 'yucky']
vectors1900	good vs. bad	criminal	-0.8317220665940193	['euphoric', 'yucky']
vectors1910	good vs. bad	criminal	-0.5753076226520608	['euphoric', 'yucky']
vectors1920	good vs. bad	criminal	-0.863049146342549	['euphoric', 'yucky']
vectors1930	good vs. bad	criminal	-0.8718346830502638	['euphoric', 'yucky']
vectors1940	good vs. bad	criminal	-0.6970123314655475	['euphoric', 'yucky']
vectors1950	good vs. bad	criminal	-1.0273096137984334	['euphoric', 'yucky']
vectors1960	good vs. bad	criminal	-1.0154568234035861	['euphoric', 'yucky']
vectors1970	good vs. bad	criminal	-0.9468931277325022	['euphoric', 'yucky']
vectors1980	good vs. bad	criminal	-0.939888117520911	['euphoric', 'yucky']
vectors1990	good vs. bad	criminal	-0.9407169233448042	['euphoric', 'yucky']
vectors1800	good vs. bad	gang	0.0	['mobster', 'euphoric', 'yucky']
vectors1810	good vs. bad	gang	-0.3410010040072436	['mobster', 'euphoric', 'yucky']
vectors1820	good vs. bad	gang	-0.5254895461014577	['mobster', 'euphoric', 'yucky']
vectors1830	good vs. bad	gang	-0.020786002252425308	['mobster', 'euphoric', 'yucky']
vectors1840	good vs. bad	gang	-0.1648946592284873	['mobster', 'euphoric', 'yucky']
vectors1850	good vs. bad	gang	-0.3871687268972131	['mobster', 'euphoric', 'yucky']
vectors1860	good vs. bad	gang	-0.4330868398072718	['mobster', 'euphoric', 'yucky']
vectors1870	good vs. bad	gang	-0.4083393032574548	['mobster', 'euphoric', 'yucky']
vectors1880	good vs. bad	gang	-0.5932204409125178	['mobster', 'euphoric', 'yucky']
vectors1890	good vs. bad	gang	-0.6780392654803757	['mobster', 'euphoric', 'yucky']
vectors1900	good vs. bad	gang	-0.6608705739385173	['mobster', 'euphoric', 'yucky']
vectors1910	good vs. bad	gang	-0.5735230641423261	['mobster', 'euphoric', 'yucky']
vectors1920	good vs. bad	gang	-0.6776424309579441	['mobster', 'euphoric', 'yucky']
vectors1930	good vs. bad	gang	-0.6459647850256031	['mobster', 'euphoric', 'yucky']
vectors1940	good vs. bad	gang	-0.7010678010809654	['mobster', 'euphoric', 'yucky']
vectors1950	good vs. bad	gang	-0.8627631859467847	['mobster', 'euphoric', 'yucky']
vectors1960	good vs. bad	gang	-0.8846426719997438	['mobster', 'euphoric', 'yucky']
vectors1970	good vs. bad	gang	-0.7976903387890422	['mobster', 'euphoric', 'yucky']
vectors1980	good vs. bad	gang	-0.619372363109918	['mobster', 'euphoric', 'yucky']
vectors1990	good vs. bad	gang	-0.7477224637974985	['mobster', 'euphoric', 'yucky']
vectors1800	good vs. bad	homeless	-0.3828594908839087	['outreach', 'evict', 'euphoric', 'yucky']
vectors1810	good vs. bad	homeless	-0.4021833430692446	['outreach', 'evict', 'euphoric', 'yucky']
vectors1820	good vs. bad	homeless	-0.3523535847309586	['outreach', 'evict', 'euphoric', 'yucky']
vectors1830	good vs. bad	homeless	0.10875000360454586	['outreach', 'evict', 'euphoric', 'yucky']
vectors1840	good vs. bad	homeless	0.16428482524539914	['outreach', 'evict', 'euphoric', 'yucky']
vectors1850	good vs. bad	homeless	0.2063021362263201	['outreach', 'evict', 'euphoric', 'yucky']
vectors1860	good vs. bad	homeless	0.1584415513629535	['outreach', 'evict', 'euphoric', 'yucky']
vectors1870	good vs. bad	homeless	0.3934786850771911	['outreach', 'evict', 'euphoric', 'yucky']
vectors1880	good vs. bad	homeless	0.21529190177931576	['outreach', 'evict', 'euphoric', 'yucky']
vectors1890	good vs. bad	homeless	0.36223988506512406	['outreach', 'evict', 'euphoric', 'yucky']
vectors1900	good vs. bad	homeless	0.22932529303419263	['outreach', 'evict', 'euphoric', 'yucky']
vectors1910	good vs. bad	homeless	0.4712529989409552	['outreach', 'evict', 'euphoric', 'yucky']
vectors1920	good vs. bad	homeless	-0.04861242501922178	['outreach', 'evict', 'euphoric', 'yucky']
vectors1930	good vs. bad	homeless	0.2938052421625541	['outreach', 'evict', 'euphoric', 'yucky']
vectors1940	good vs. bad	homeless	0.2577693144020702	['outreach', 'evict', 'euphoric', 'yucky']
vectors1950	good vs. bad	homeless	0.004355870252392631	['outreach', 'evict', 'euphoric', 'yucky']
vectors1960	good vs. bad	homeless	-0.0010850491728894372	['outreach', 'evict', 'euphoric', 'yucky']
vectors1970	good vs. bad	homeless	0.06036534629756862	['outreach', 'evict', 'euphoric', 'yucky']
vectors1980	good vs. bad	homeless	-0.19331961073248732	['outreach', 'evict', 'euphoric', 'yucky']
vectors1990	good vs. bad	homeless	-0.27352476602879744	['outreach', 'evict', 'euphoric', 'yucky']
vectors1800	good vs. bad	paroled	0.0	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1810	good vs. bad	paroled	0.0	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1820	good vs. bad	paroled	-0.491776247323857	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1830	good vs. bad	paroled	-0.05666338958271573	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1840	good vs. bad	paroled	-0.005862526498186195	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1850	good vs. bad	paroled	-0.4830233557128516	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1860	good vs. bad	paroled	-0.18818784490261825	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1870	good vs. bad	paroled	-0.297186639253114	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1880	good vs. bad	paroled	-0.5304789154053414	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1890	good vs. bad	paroled	-0.35716935100567754	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1900	good vs. bad	paroled	-0.7216669282414404	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1910	good vs. bad	paroled	-0.5365801022757808	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1920	good vs. bad	paroled	-0.5745497072144035	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1930	good vs. bad	paroled	-0.5801623425412639	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1940	good vs. bad	paroled	-0.6337514654312367	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1950	good vs. bad	paroled	-0.8968224973699293	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1960	good vs. bad	paroled	-0.7075652529273533	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1970	good vs. bad	paroled	-0.6766818904723733	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1980	good vs. bad	paroled	-0.7159068715561727	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1990	good vs. bad	paroled	-0.8252797289119038	['excriminal', 'correctional', 'euphoric', 'yucky']
vectors1800	good vs. bad	molestor	0.0	['molestor', 'euphoric', 'yucky']
vectors1810	good vs. bad	molestor	0.0	['molestor', 'euphoric', 'yucky']
vectors1820	good vs. bad	molestor	0.4697051781527466	['molestor', 'euphoric', 'yucky']
vectors1830	good vs. bad	molestor	0.3125226389764454	['molestor', 'euphoric', 'yucky']
vectors1840	good vs. bad	molestor	0.016118907148919295	['molestor', 'euphoric', 'yucky']
vectors1850	good vs. bad	molestor	-0.33098446369626305	['molestor', 'euphoric', 'yucky']
vectors1860	good vs. bad	molestor	-0.4353300244019616	['molestor', 'euphoric', 'yucky']
vectors1870	good vs. bad	molestor	-0.38476754920483924	['molestor', 'euphoric', 'yucky']
vectors1880	good vs. bad	molestor	-0.3376061394107448	['molestor', 'euphoric', 'yucky']
vectors1890	good vs. bad	molestor	-0.5328582961962447	['molestor', 'euphoric', 'yucky']
vectors1900	good vs. bad	molestor	-0.6571506685001822	['molestor', 'euphoric', 'yucky']
vectors1910	good vs. bad	molestor	-0.37119602458292444	['molestor', 'euphoric', 'yucky']
vectors1920	good vs. bad	molestor	-0.6987633576196884	['molestor', 'euphoric', 'yucky']
vectors1930	good vs. bad	molestor	-0.6285673450891521	['molestor', 'euphoric', 'yucky']
vectors1940	good vs. bad	molestor	-0.5921980666427067	['molestor', 'euphoric', 'yucky']
vectors1950	good vs. bad	molestor	-0.6787736697286555	['molestor', 'euphoric', 'yucky']
vectors1960	good vs. bad	molestor	-0.7759123212839406	['molestor', 'euphoric', 'yucky']
vectors1970	good vs. bad	molestor	-0.7007964641053009	['molestor', 'euphoric', 'yucky']
vectors1980	good vs. bad	molestor	-0.7339772218104008	['molestor', 'euphoric', 'yucky']
vectors1990	good vs. bad	molestor	-0.9735673496876143	['molestor', 'euphoric', 'yucky']
vectors1800	good vs. bad	asian	0.0	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1810	good vs. bad	asian	0.0	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1820	good vs. bad	asian	0.0	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1830	good vs. bad	asian	0.0	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1840	good vs. bad	asian	-0.13328641776916877	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1850	good vs. bad	asian	-0.04985164027380772	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1860	good vs. bad	asian	0.04136792031326029	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1870	good vs. bad	asian	0.15651568070692115	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1880	good vs. bad	asian	0.05105303828801592	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1890	good vs. bad	asian	-0.3361745608048347	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1900	good vs. bad	asian	-0.18974256447293372	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1910	good vs. bad	asian	-0.21300345647342517	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1920	good vs. bad	asian	0.0313337335451089	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1930	good vs. bad	asian	-0.1571143163389226	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1940	good vs. bad	asian	-0.15568537656197198	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
vectors1950	good vs. bad	asian	-0.1748482178800934	['taiwanese', 'phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'pakistani', 'cambodian', 'indonesian', 'malaysian', 'amerasian', 'sinophobia', 'euphoric', 'yucky']
