table	categories	attribute(s)	effect_size	missing
vectors1940	good vs. bad	wheelchair	-0.04067121849630991	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1950	good vs. bad	wheelchair	0.03719560899465157	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1960	good vs. bad	wheelchair	0.2095102978235642	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1970	good vs. bad	wheelchair	0.23300198833845334	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1980	good vs. bad	wheelchair	0.17553679156145982	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1990	good vs. bad	wheelchair	0.20587622380282364	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors2000	good vs. bad	wheelchair	0.42955725210222173	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1810	good vs. bad	alcoholic	0.0	['comsumption', 'yucky', 'unthankful']
vectors1820	good vs. bad	alcoholic	0.07249588425339114	['comsumption', 'yucky', 'unthankful']
vectors1830	good vs. bad	alcoholic	-0.5923621414522089	['comsumption', 'yucky', 'unthankful']
vectors1840	good vs. bad	alcoholic	-0.32324548363713274	['comsumption', 'yucky', 'unthankful']
vectors1850	good vs. bad	alcoholic	-0.6558129121186728	['comsumption', 'yucky', 'unthankful']
vectors1860	good vs. bad	alcoholic	-0.45197839883356095	['comsumption', 'yucky', 'unthankful']
vectors1870	good vs. bad	alcoholic	-0.46568132064600165	['comsumption', 'yucky', 'unthankful']
vectors1880	good vs. bad	alcoholic	-0.6179767142879428	['comsumption', 'yucky', 'unthankful']
vectors1890	good vs. bad	alcoholic	-0.6045473441921747	['comsumption', 'yucky', 'unthankful']
vectors1900	good vs. bad	alcoholic	-0.46140099890998265	['comsumption', 'yucky', 'unthankful']
vectors1910	good vs. bad	alcoholic	-0.4198068789688735	['comsumption', 'yucky', 'unthankful']
vectors1920	good vs. bad	alcoholic	-0.4201530804092515	['comsumption', 'yucky', 'unthankful']
vectors1930	good vs. bad	alcoholic	-0.29271251343821764	['comsumption', 'yucky', 'unthankful']
vectors1940	good vs. bad	alcoholic	-0.07561038516022772	['comsumption', 'yucky', 'unthankful']
vectors1950	good vs. bad	alcoholic	0.03913262218075047	['comsumption', 'yucky', 'unthankful']
vectors1960	good vs. bad	alcoholic	0.19327806866651587	['comsumption', 'yucky', 'unthankful']
vectors1970	good vs. bad	alcoholic	0.10667925541319291	['comsumption', 'yucky', 'unthankful']
vectors1980	good vs. bad	alcoholic	0.007361790889715055	['comsumption', 'yucky', 'unthankful']
vectors1990	good vs. bad	alcoholic	-0.015456721475138284	['comsumption', 'yucky', 'unthankful']
vectors2000	good vs. bad	alcoholic	0.3048357624010022	['comsumption', 'yucky', 'unthankful']
vectors1810	good vs. bad	std	0.1447403827188675	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1820	good vs. bad	std	0.07307051862685036	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1830	good vs. bad	std	-0.6362964551178154	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1840	good vs. bad	std	-0.6453753512663439	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1850	good vs. bad	std	-0.9449574151593649	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1860	good vs. bad	std	-0.6630973926534027	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1870	good vs. bad	std	-0.7857877831283003	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1880	good vs. bad	std	-0.8472838024441112	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1890	good vs. bad	std	-0.8914999117463066	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1900	good vs. bad	std	-0.8005278895291383	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1910	good vs. bad	std	-0.6557748720070803	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1920	good vs. bad	std	-0.4588674585379436	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1930	good vs. bad	std	-0.358731506061858	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1940	good vs. bad	std	-0.2934445699031333	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1950	good vs. bad	std	-0.20772680764909993	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1960	good vs. bad	std	-0.058055820007181694	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1970	good vs. bad	std	-0.13778259158194575	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1980	good vs. bad	std	-0.28100284788666074	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1990	good vs. bad	std	-0.19125667699722562	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors2000	good vs. bad	std	-0.1188943321088772	['std', 'std', 'sti', 'pandemic', 'chlamydia', 'gonorrhoea', 'yucky', 'unthankful']
vectors1810	good vs. bad	drug	0.0	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1820	good vs. bad	drug	0.014756750854058759	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1830	good vs. bad	drug	-0.6188609993752937	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1840	good vs. bad	drug	-0.37829662448402995	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1850	good vs. bad	drug	-0.5419117837925848	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1860	good vs. bad	drug	-0.4802751463186671	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1870	good vs. bad	drug	-0.4233785960141227	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1880	good vs. bad	drug	-0.5724621161829377	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1890	good vs. bad	drug	-0.5065465031088212	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1900	good vs. bad	drug	-0.41302483225892583	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1910	good vs. bad	drug	-0.34684094088131784	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1920	good vs. bad	drug	-0.261575406354265	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1930	good vs. bad	drug	-0.13368875834873314	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1940	good vs. bad	drug	-0.04646711749194526	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1950	good vs. bad	drug	0.06642223651282121	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1960	good vs. bad	drug	0.1977121560256657	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1970	good vs. bad	drug	0.07726248567959743	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1980	good vs. bad	drug	0.015897249801974107	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1990	good vs. bad	drug	0.10779778063521839	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors2000	good vs. bad	drug	0.3768904268504125	['druggie', 'crackhead', 'dopehead', 'cannabis', 'drugaddict', 'yucky', 'unthankful']
vectors1810	good vs. bad	criminal	0.2252909819712699	['yucky', 'unthankful']
vectors1820	good vs. bad	criminal	-0.06335950536831092	['yucky', 'unthankful']
vectors1830	good vs. bad	criminal	-0.9372123952572701	['yucky', 'unthankful']
vectors1840	good vs. bad	criminal	-0.8519409515034289	['yucky', 'unthankful']
vectors1850	good vs. bad	criminal	-1.0525345826374537	['yucky', 'unthankful']
vectors1860	good vs. bad	criminal	-0.7862440664944107	['yucky', 'unthankful']
vectors1870	good vs. bad	criminal	-0.7982685288030964	['yucky', 'unthankful']
vectors1880	good vs. bad	criminal	-0.8798549379855745	['yucky', 'unthankful']
vectors1890	good vs. bad	criminal	-0.8405669359195616	['yucky', 'unthankful']
vectors1900	good vs. bad	criminal	-0.7154534146461297	['yucky', 'unthankful']
vectors1910	good vs. bad	criminal	-0.6103625262461265	['yucky', 'unthankful']
vectors1920	good vs. bad	criminal	-0.605178867464361	['yucky', 'unthankful']
vectors1930	good vs. bad	criminal	-0.46084837041397886	['yucky', 'unthankful']
vectors1940	good vs. bad	criminal	-0.33675932325239255	['yucky', 'unthankful']
vectors1950	good vs. bad	criminal	-0.28838664978356116	['yucky', 'unthankful']
vectors1960	good vs. bad	criminal	-0.20565545432392088	['yucky', 'unthankful']
vectors1970	good vs. bad	criminal	-0.2755366332316169	['yucky', 'unthankful']
vectors1980	good vs. bad	criminal	-0.3339595846206133	['yucky', 'unthankful']
vectors1990	good vs. bad	criminal	-0.17621075215923848	['yucky', 'unthankful']
vectors2000	good vs. bad	criminal	-0.06384380648255676	['yucky', 'unthankful']
vectors1810	good vs. bad	gang	0.34649624634996484	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1820	good vs. bad	gang	-0.08685729932563545	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1830	good vs. bad	gang	-0.7487080517624985	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1840	good vs. bad	gang	-0.7433079169383777	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1850	good vs. bad	gang	-0.9273869950630093	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1860	good vs. bad	gang	-0.5985985831680292	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1870	good vs. bad	gang	-0.6757879360123524	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1880	good vs. bad	gang	-0.8334963420094397	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1890	good vs. bad	gang	-0.7149189710813577	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1900	good vs. bad	gang	-0.6157807303139154	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1910	good vs. bad	gang	-0.47144660379412434	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1920	good vs. bad	gang	-0.5762103467604157	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1930	good vs. bad	gang	-0.37138976845190014	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1940	good vs. bad	gang	-0.21563785869321767	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1950	good vs. bad	gang	-0.15747450049375245	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1960	good vs. bad	gang	-0.07545590190476394	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1970	good vs. bad	gang	-0.06393056551926568	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1980	good vs. bad	gang	-0.11449476313185425	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1990	good vs. bad	gang	-0.051416549409783636	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors2000	good vs. bad	gang	0.17042340238268333	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1810	good vs. bad	homeless	0.25360525917078314	['homelessness', 'yucky', 'unthankful']
vectors1820	good vs. bad	homeless	0.23732380045997342	['homelessness', 'yucky', 'unthankful']
vectors1830	good vs. bad	homeless	0.11763097680185289	['homelessness', 'yucky', 'unthankful']
vectors1840	good vs. bad	homeless	0.4027294570905624	['homelessness', 'yucky', 'unthankful']
vectors1850	good vs. bad	homeless	-0.13015286291059094	['homelessness', 'yucky', 'unthankful']
vectors1860	good vs. bad	homeless	-0.1647694984507257	['homelessness', 'yucky', 'unthankful']
vectors1870	good vs. bad	homeless	-0.09505074850888168	['homelessness', 'yucky', 'unthankful']
vectors1880	good vs. bad	homeless	-0.34399428424463857	['homelessness', 'yucky', 'unthankful']
vectors1890	good vs. bad	homeless	-0.2879514245856432	['homelessness', 'yucky', 'unthankful']
vectors1900	good vs. bad	homeless	-0.3288208675032365	['homelessness', 'yucky', 'unthankful']
vectors1910	good vs. bad	homeless	-0.2527017412156229	['homelessness', 'yucky', 'unthankful']
vectors1920	good vs. bad	homeless	-0.06281618186522485	['homelessness', 'yucky', 'unthankful']
vectors1930	good vs. bad	homeless	-0.11877483192994717	['homelessness', 'yucky', 'unthankful']
vectors1940	good vs. bad	homeless	0.04945732184668335	['homelessness', 'yucky', 'unthankful']
vectors1950	good vs. bad	homeless	0.17326678492916817	['homelessness', 'yucky', 'unthankful']
vectors1960	good vs. bad	homeless	0.1552186096107167	['homelessness', 'yucky', 'unthankful']
vectors1970	good vs. bad	homeless	0.22595052891733608	['homelessness', 'yucky', 'unthankful']
vectors1980	good vs. bad	homeless	0.10075475870923277	['homelessness', 'yucky', 'unthankful']
vectors1990	good vs. bad	homeless	0.1743344247939249	['homelessness', 'yucky', 'unthankful']
vectors2000	good vs. bad	homeless	0.48427238177539195	['homelessness', 'yucky', 'unthankful']
vectors1810	good vs. bad	paroled	0.43740618913334534	['excriminal', 'yucky', 'unthankful']
vectors1820	good vs. bad	paroled	-0.06272043997049469	['excriminal', 'yucky', 'unthankful']
vectors1830	good vs. bad	paroled	-0.7214857687328864	['excriminal', 'yucky', 'unthankful']
vectors1840	good vs. bad	paroled	-0.6909260359061348	['excriminal', 'yucky', 'unthankful']
vectors1850	good vs. bad	paroled	-0.8719842068228132	['excriminal', 'yucky', 'unthankful']
vectors1860	good vs. bad	paroled	-0.5990558756355177	['excriminal', 'yucky', 'unthankful']
vectors1870	good vs. bad	paroled	-0.6550181617027218	['excriminal', 'yucky', 'unthankful']
vectors1880	good vs. bad	paroled	-0.7209565728048588	['excriminal', 'yucky', 'unthankful']
vectors1890	good vs. bad	paroled	-0.7540576598619527	['excriminal', 'yucky', 'unthankful']
vectors1900	good vs. bad	paroled	-0.6544059639872363	['excriminal', 'yucky', 'unthankful']
vectors1910	good vs. bad	paroled	-0.46210083488273	['excriminal', 'yucky', 'unthankful']
vectors1920	good vs. bad	paroled	-0.5254821849464236	['excriminal', 'yucky', 'unthankful']
vectors1930	good vs. bad	paroled	-0.35575514376004896	['excriminal', 'yucky', 'unthankful']
vectors1940	good vs. bad	paroled	-0.23468400411339835	['excriminal', 'yucky', 'unthankful']
vectors1950	good vs. bad	paroled	-0.21237367923944836	['excriminal', 'yucky', 'unthankful']
vectors1960	good vs. bad	paroled	0.014314252830300264	['excriminal', 'yucky', 'unthankful']
vectors1970	good vs. bad	paroled	-0.1175455739648338	['excriminal', 'yucky', 'unthankful']
vectors1980	good vs. bad	paroled	-0.14414173765858934	['excriminal', 'yucky', 'unthankful']
vectors1990	good vs. bad	paroled	0.006306292570856895	['excriminal', 'yucky', 'unthankful']
vectors2000	good vs. bad	paroled	0.17237024768592252	['excriminal', 'yucky', 'unthankful']
vectors1810	good vs. bad	molestor	0.0	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1820	good vs. bad	molestor	-0.02961322722059951	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1830	good vs. bad	molestor	-0.7908572341488991	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1840	good vs. bad	molestor	-0.7384155370726925	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1850	good vs. bad	molestor	-0.9632783673247541	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1860	good vs. bad	molestor	-0.7919572061931783	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1870	good vs. bad	molestor	-0.7566721843582933	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1880	good vs. bad	molestor	-0.9217780409086094	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1890	good vs. bad	molestor	-0.767967547835769	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1900	good vs. bad	molestor	-0.6140232722836316	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1910	good vs. bad	molestor	-0.5594121403566336	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1920	good vs. bad	molestor	-0.5971318117381603	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1930	good vs. bad	molestor	-0.4451540784215206	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1940	good vs. bad	molestor	-0.2729326009378837	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1950	good vs. bad	molestor	-0.2732326444001889	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1960	good vs. bad	molestor	-0.14888160787597815	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1970	good vs. bad	molestor	-0.21565346962380447	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1980	good vs. bad	molestor	-0.3702816650832433	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1990	good vs. bad	molestor	-0.5858034557875492	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors2000	good vs. bad	molestor	-0.40444236877721357	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1810	good vs. bad	asian	0.0	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1820	good vs. bad	asian	-0.0657670821499873	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1830	good vs. bad	asian	-0.4361910355972829	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1840	good vs. bad	asian	-0.42430288078747086	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1850	good vs. bad	asian	-0.548780452020077	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1860	good vs. bad	asian	-0.49386664922707635	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1870	good vs. bad	asian	-0.34902276130715526	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1880	good vs. bad	asian	-0.4332457690139241	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1890	good vs. bad	asian	-0.4346426256348126	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1900	good vs. bad	asian	-0.4419747418719468	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1910	good vs. bad	asian	-0.2518099352991725	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1920	good vs. bad	asian	-0.30833477819998706	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1930	good vs. bad	asian	-0.22371507375480293	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1940	good vs. bad	asian	-0.11907671065439027	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1950	good vs. bad	asian	-0.13373979255545212	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1960	good vs. bad	asian	-0.07650826794528022	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1970	good vs. bad	asian	0.06634968260971894	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1980	good vs. bad	asian	-0.1401485382512464	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1990	good vs. bad	asian	0.23204853529045064	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors2000	good vs. bad	asian	0.21482394952325384	['phillipino', 'yellowskinned', 'bangladeshi', 'bhutanese', 'nepalese', 'amerasian', 'sinophobia', 'yucky', 'unthankful']
vectors1810	good vs. bad	black	0.2520767333362418	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1820	good vs. bad	black	0.25718984580584364	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1830	good vs. bad	black	-0.205621694478144	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1840	good vs. bad	black	-0.06153656466716414	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1850	good vs. bad	black	-0.3493018549388306	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1860	good vs. bad	black	-0.4423770132854379	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1870	good vs. bad	black	-0.2020438838716371	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1880	good vs. bad	black	-0.6856883243302611	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1890	good vs. bad	black	-0.40112724287942064	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1900	good vs. bad	black	-0.3986922667463669	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1910	good vs. bad	black	-0.33736659198136915	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1920	good vs. bad	black	-0.03059177309673637	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1930	good vs. bad	black	-0.05348378272574048	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1940	good vs. bad	black	0.01860432718301039	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1950	good vs. bad	black	0.06925012472199957	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1960	good vs. bad	black	0.1045039392032863	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1970	good vs. bad	black	0.1589040669147818	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1980	good vs. bad	black	0.08683079639612623	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1990	good vs. bad	black	0.1381207924802652	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors2000	good vs. bad	black	0.3620797934031423	['africanamerican', 'afroamerican', 'workingclass', 'afro', 'saharan', 'yucky', 'unthankful']
vectors1810	good vs. bad	latino	0.20954571959238438	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1820	good vs. bad	latino	0.08690257920686528	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1830	good vs. bad	latino	0.28857070272803614	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1840	good vs. bad	latino	-0.30006515007351153	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1850	good vs. bad	latino	-0.5745221101252784	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1860	good vs. bad	latino	-0.41159790916914396	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1870	good vs. bad	latino	-0.30880196788687475	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1880	good vs. bad	latino	-0.5168496303736891	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1890	good vs. bad	latino	-0.5328786902279891	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1900	good vs. bad	latino	-0.4099185199316013	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1910	good vs. bad	latino	-0.4073740072469323	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1920	good vs. bad	latino	-0.2840921310937148	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1930	good vs. bad	latino	-0.13851642104546208	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1940	good vs. bad	latino	0.0008328313310975255	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1950	good vs. bad	latino	0.061803525021634415	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1960	good vs. bad	latino	0.14916824468938053	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1970	good vs. bad	latino	0.18955758218239988	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1980	good vs. bad	latino	0.02116759610972893	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1990	good vs. bad	latino	0.2082510645851422	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors2000	good vs. bad	latino	0.39082706536202266	['belize', 'argentinian', 'guyana', 'yucky', 'unthankful']
vectors1810	good vs. bad	mideast	0.16220644053060532	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1820	good vs. bad	mideast	0.014145400664196837	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1830	good vs. bad	mideast	-0.22977912046263965	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1840	good vs. bad	mideast	-0.14538550798940536	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1850	good vs. bad	mideast	-0.3157415959817965	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1860	good vs. bad	mideast	-0.28949396589494647	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1870	good vs. bad	mideast	-0.28723851658918786	['middleeastern', 'qatar', 'yucky', 'unthankful']
vectors1880	good vs. bad	mideast	-0.4185466381370905	['middleeastern', 'qatar', 'yucky', 'unthankful']
